trial,cluster_index,cluster_size_houses,cluster_peak_kw,cluster_required_kva,chosen_transformer_kva
6,8,3,15.714865543636812,17.460961715152013,25.0
6,9,2,17.559008321340617,19.510009245934018,25.0
6,10,3,18.325320376373572,20.361467084859523,25.0
6,11,1,5.70021814633487,6.333575718149856,25.0
6,12,3,11.577470340548455,12.863855933942727,25.0
6,13,6,18.288896907311056,20.32099656367895,25.0
6,14,4,32.14741369927526,35.71934855475029,50.0
6,15,3,23.030036966018876,25.588929962243196,50.0
6,16,3,12.318003708394853,13.686670787105392,25.0
6,17,2,23.631015523842294,26.256683915380325,50.0
6,18,1,11.816892760234674,13.129880844705193,25.0
6,19,6,32.18086212992729,35.75651347769699,50.0
6,20,3,55.798523129227405,61.998359032474895,75.0
7,1,5,15.84263744532862,17.602930494809577,25.0
7,2,3,33.11570998862811,36.7952333206979,50.0
7,3,3,18.196091581424433,20.217879534916037,25.0
7,4,3,16.491062614110287,18.323402904566986,25.0
7,5,2,28.459109605329903,31.621232894811,50.0
7,6,5,33.80905062735212,37.565611808169024,50.0
7,7,3,14.09664481265731,15.662938680730344,25.0
7,8,6,25.66448040705953,28.516089341177253,50.0
7,9,4,35.879331712826456,39.86592412536273,50.0
7,10,2,10.668829489472367,11.85425498830263,25.0
7,11,5,17.83296646682454,19.8144071853606,25.0
7,12,3,43.09657060524786,47.8850784502754,50.0
7,13,6,25.227096203934032,28.030106893260033,50.0
7,14,5,20.643212544124854,22.936902826805394,25.0
7,15,5,9.702074309433481,10.780082566037201,25.0
8,1,5,23.582242158989665,26.202491287766293,50.0
8,2,4,17.925666626120883,19.917407362356535,25.0
8,3,4,15.597475971923757,17.330528857693064,25.0
8,4,5,15.203617638134194,16.89290848681577,25.0
8,5,6,28.649284862637813,31.832538736264237,50.0
8,6,1,1.54837893009682,1.7204210334409111,25.0
8,7,6,27.627477587719284,30.697197319688094,50.0
8,8,3,18.216444332802176,20.24049370311353,25.0
8,9,2,14.037005542434263,15.596672824926959,25.0
8,10,1,15.229089174424763,16.92121019380529,25.0
8,11,6,33.13827763983042,36.82030848870047,50.0
8,12,5,20.136561205202355,22.373956894669284,25.0
8,13,4,31.497162036430893,34.99684670714544,50.0
8,14,1,29.908809568926095,33.2320106321401,50.0
8,15,1,8.103506446863866,9.003896052070962,25.0
8,16,2,5.754756644179112,6.394174049087902,25.0
8,17,2,8.09094373628816,8.989937484764623,25.0
8,18,2,15.147724744329686,16.830805271477427,25.0
9,1,1,18.778912586295885,20.86545842921765,25.0
9,2,5,17.98356266272374,19.98173629191527,25.0
9,3,6,45.80644667368684,50.89605185965205,75.0
9,4,1,1.63637794986779,1.818197722075322,25.0
9,5,5,39.77520141403661,44.194668237818455,50.0
9,6,3,11.228495412728968,12.476106014143298,25.0
9,7,4,21.807616829688175,24.230685366320195,25.0
9,8,6,40.39428509382711,44.88253899314123,50.0
9,9,3,16.37585019559681,18.19538910621868,25.0
9,10,2,17.497691179171927,19.441879087968807,25.0
9,11,2,11.580458892379841,12.867176547088713,25.0
9,12,2,14.977182319073437,16.641313687859373,25.0
9,13,6,27.34143412395302,30.37937124883669,50.0
9,14,2,27.203460335804824,30.226067039783135,50.0
9,15,2,39.94193576923226,44.379928632480286,50.0
9,16,4,18.094763017014174,20.105292241126858,25.0
9,17,6,19.851427079115062,22.057141199016737,25.0
10,1,4,30.82347218706611,34.24830243007345,50.0
10,2,4,23.602513199928097,26.225014666586773,50.0
10,3,1,5.060685581158512,5.622983979065013,25.0
10,4,3,34.21841932059965,38.020465911777386,50.0
10,5,4,40.20026620717319,44.66696245241466,50.0
10,6,3,21.087368255204236,23.43040917244915,25.0
10,7,1,11.910412078767155,13.233791198630172,25.0
10,8,2,8.409577220669822,9.343974689633136,25.0
10,9,1,5.040694255401391,5.600771394890434,25.0
10,10,5,35.82668494802416,39.807427720026844,50.0
10,11,4,19.70299749198112,21.892219435534575,25.0
10,12,5,22.721371437108694,25.245968263454102,50.0
10,13,4,19.899673208781955,22.110748009757728,25.0
10,14,5,16.84614556104427,18.71793951227141,25.0
10,15,4,21.063491700756305,23.403879667507006,25.0
10,16,6,37.01929058786354,41.13254509762615,50.0
10,17,2,22.004547602429394,24.44949733603266,25.0
10,18,2,4.702355817763015,5.224839797514462,25.0
11,1,2,11.67471650769894,12.971907230776601,25.0
11,2,4,32.41165547541635,36.01295052824039,50.0
11,3,4,33.43689920948484,37.15211023276093,50.0
11,4,6,33.24909679164558,36.94344087960619,50.0
11,5,3,10.18324161882115,11.314712909801278,25.0
11,6,6,22.511331503883152,25.01259055987017,50.0
11,7,1,6.804072121358018,7.560080134842242,25.0
11,8,4,16.644622666805287,18.494025185339208,25.0
11,9,1,5.528102111287464,6.142335679208293,25.0
11,10,6,22.17705914289432,24.64117682543813,25.0
11,11,5,24.1968622778231,26.885402530914554,50.0
11,12,1,5.634718562075704,6.260798402306337,25.0
11,13,5,21.65451008648765,24.060566762764054,25.0
11,14,5,30.745657777427457,34.1618419749194,50.0
11,15,2,21.70949668221709,24.12166298024121,25.0
11,16,1,64.58551235523375,71.76168039470416,75.0
11,17,1,6.133124904207002,6.814583226896669,25.0
11,18,2,13.230290228058443,14.700322475620492,25.0
11,19,1,7.5308698478167795,8.367633164240866,25.0
12,1,5,22.82021091047477,25.355789900527522,50.0
12,2,4,13.066915240659611,14.518794711844013,25.0
12,3,1,5.551660216065713,6.168511351184125,25.0
12,4,4,13.750963013566695,15.278847792851883,25.0
12,5,5,23.61923120997798,26.243590233308865,50.0
12,6,4,18.093318717964426,20.103687464404917,25.0
12,7,4,21.534989964211228,23.927766626901363,25.0
12,8,1,8.220192490611323,9.13354721179036,25.0
12,9,2,16.711220639434295,18.56802293270477,25.0
12,10,6,37.08418096250168,41.20464551389075,50.0
12,11,5,21.42509969642881,23.805666329365344,25.0
12,12,2,9.467835918473305,10.519817687192562,25.0
12,13,3,15.783769389908459,17.53752154434273,25.0
12,14,3,16.244865795834883,18.04985088426098,25.0
12,15,2,16.120943656523643,17.912159618359603,25.0
12,16,2,20.556646562702284,22.840718403002537,25.0
12,17,2,53.714552172965526,59.682835747739475,75.0
12,18,2,3.2714905481885523,3.6349894979872803,25.0
12,19,2,12.170459067949386,13.52273229772154,25.0
12,20,1,4.322055439977492,4.8022838221972135,25.0
13,1,2,8.490891284223833,9.434323649137593,25.0
13,2,3,35.96301837104321,39.958909301159125,50.0
13,3,1,5.58523188100351,6.205813201115012,25.0
13,4,2,12.577439132542995,13.974932369492217,25.0
13,5,6,31.14985398018947,34.61094886687719,50.0
13,6,5,21.291249002259146,23.656943335843497,25.0
13,7,4,25.92508625033161,28.805651389257342,50.0
13,8,4,15.23700288861981,16.930003209577567,25.0
13,9,3,27.38066821177981,30.422964679755342,50.0
13,10,6,21.30151527250503,23.668350302783363,25.0
13,11,3,14.199331291552255,15.777034768391394,25.0
13,12,1,6.611025183666966,7.345583537407739,25.0
13,13,1,3.276482745702195,3.6405363841135503,25.0
13,14,4,16.37583242856475,18.195369365071944,25.0
13,15,1,13.301094773646827,14.77899419294092,25.0
13,16,3,26.907205253877226,29.89689472653025,50.0
13,17,6,23.662520903248996,26.291689892498884,50.0
13,18,3,23.63724259358553,26.2636028817617,50.0
13,19,2,15.68179163877957,17.4242129319773,25.0
14,1,4,17.50663271482471,19.451814127583013,25.0
14,2,3,10.37847623408286,11.531640260092066,25.0
14,3,4,25.357715167365427,28.175239074850474,50.0
14,4,5,43.04714271783408,47.83015857537119,50.0
14,5,2,9.910228946422189,11.011365496024654,25.0
14,6,5,28.32043181589165,31.46714646210183,50.0
14,7,3,9.696749878214103,10.774166531349003,25.0
14,8,2,45.579278883539736,50.64364320393304,75.0
14,9,1,27.012229669043315,30.01358852115924,50.0
14,10,1,10.54548930319808,11.717210336886755,25.0
14,11,2,6.195940581590729,6.884378423989698,25.0
14,12,1,1.5840035663776328,1.7600039626418142,25.0
14,13,4,33.41189497457523,37.124327749528035,50.0
14,14,6,33.3626126865267,37.069569651696334,50.0
14,15,1,11.207099147396256,12.45233238599584,25.0
14,16,1,15.239312380838353,16.932569312042613,25.0
14,17,6,19.03993138824988,21.155479320277642,25.0
14,18,4,28.01068806713684,31.122986741263155,50.0
14,19,5,15.578534594664134,17.30948288296015,25.0
