n_trials,n_total_customers,total_transformer_kva,metered_kw_mean,metered_kw_std,metered_kw_p50,metered_kw_p90,metered_kw_p95,metered_kw_p99,util_mean,util_std,util_p95,util_p99
20,300,1350.0,783.4954328582419,35.45891179045797,784.5853759687766,827.7445682476923,832.3194539689572,841.5547984635004,0.6448522081137795,0.02918428953947159,0.6850365876287713,0.6926376942086424
