trial,cluster_index,cluster_size_houses,cluster_peak_kw,cluster_required_kva,chosen_transformer_kva
0,1,8,35.57351792310472,39.52613102567191,50.0
0,2,1,4.059177183076796,4.51019687008533,25.0
0,3,14,54.129901766122714,60.1443352956919,75.0
0,4,1,7.757397011510557,8.619330012789508,25.0
0,5,7,39.32908635725763,43.69898484139737,50.0
0,6,9,63.01213004188029,70.01347782431144,75.0
0,7,13,36.870083002638765,40.96675889182085,50.0
0,8,7,46.10360770631283,51.22623078479203,75.0
1,1,15,68.67833247572075,76.30925830635638,
1,2,12,58.60938127801296,65.12153475334773,75.0
1,3,14,67.6986563610606,75.22072929006733,
1,4,5,15.61284843629803,17.34760937366448,25.0
1,5,11,103.84513972078545,115.3834885786505,
1,6,3,16.070566422212817,17.856184913569795,25.0
2,1,5,22.511005425002924,25.012228250003247,50.0
2,2,5,37.06026964179272,41.17807737976969,50.0
2,3,8,28.143087697723463,31.270097441914956,50.0
2,4,4,18.84479896531793,20.938665517019924,25.0
2,5,5,29.09288346047303,32.325426067192254,50.0
2,6,18,99.15263648801567,110.16959609779519,
2,7,7,33.550343633586174,37.27815959287353,50.0
2,8,8,24.402291497512792,27.113657219458656,50.0
3,1,15,69.42618099814662,77.1402011090518,
3,2,11,46.92539044836688,52.13932272040765,75.0
3,3,9,52.2776108176133,58.08623424179255,75.0
3,4,13,78.1868536951021,86.87428188344678,
3,5,12,55.72459124586162,61.916212495401794,75.0
4,1,6,35.569184318253306,39.52131590917034,50.0
4,2,13,43.52870344331348,48.36522604812609,50.0
4,3,16,48.74890937089573,54.16545485655081,75.0
4,4,8,51.1428651127906,56.82540568087845,75.0
4,5,2,13.881434368901452,15.423815965446057,25.0
4,6,15,50.35907372183325,55.9545263575925,75.0
5,1,4,14.650937496891743,16.278819440990826,25.0
5,2,5,35.69593252640387,39.66214725155986,50.0
5,3,5,36.82241559339087,40.91379510376763,50.0
5,4,2,14.654789780363759,16.283099755959732,25.0
5,5,9,31.426930584475187,34.91881176052799,50.0
5,6,11,41.07666396006694,45.64073773340771,50.0
5,7,3,15.23356550256782,16.926183891742024,25.0
5,8,9,59.574007246601255,66.1933413851125,75.0
5,9,1,22.08132890766667,24.53480989740741,25.0
5,10,10,41.83348580634299,46.48165089593666,50.0
5,11,1,5.587043164601492,6.207825738446102,25.0
6,1,9,29.643886547207288,32.93765171911921,50.0
6,2,7,32.841131581679875,36.49014620186653,50.0
6,3,18,64.99834566701008,72.22038407445565,75.0
6,4,15,59.518292043820374,66.13143560424486,75.0
6,5,3,24.418392682349456,27.13154742483273,50.0
6,6,3,16.443882366767546,18.270980407519495,25.0
6,7,5,20.018891659217353,22.243212954685948,25.0
7,1,4,24.612272166046733,27.346969073385257,50.0
7,2,14,59.04728907367531,65.60809897075035,75.0
7,3,1,10.826600893301674,12.02955654811297,25.0
7,4,11,40.975589325516644,45.52843258390738,50.0
7,5,9,36.550118123608875,40.611242359565416,50.0
7,6,10,45.831591546059634,50.92399060673293,75.0
7,7,5,47.12445553181096,52.36050614645662,75.0
7,8,2,18.215009773268775,20.238899748076417,25.0
7,9,4,19.91217571157341,22.124639679526013,25.0
8,1,9,32.801965335445175,36.44662815049464,50.0
8,2,17,53.57693522839276,59.52992803154751,75.0
8,3,10,42.535177112148254,47.261307902386946,50.0
8,4,2,24.45580685657341,27.17311872952601,50.0
8,5,15,64.00239790622776,71.11377545136418,75.0
8,6,7,45.080739827294146,50.08971091921572,75.0
9,1,11,53.922425621514286,59.91380624612698,75.0
