n_25kva,n_50kva,n_75kva,installed_kva,overbuild_kva,n_total_transformers,metered_demand_kw,required_installed_kva,uf_target,pf
0,1,13,1025.0,11.58220337638511,14,729.6608135690027,1013.4177966236149,0.8,0.9
