Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Lighting Electric Power (kW),HVAC Heating Electric Power (kW),PV Electric Power (kW),Other Electric Power (kW),HVAC Cooling Electric Power (kW),Battery Electric Power (kW),HVAC Heating Gas Power (therms/hour),Water Heating Gas Power (therms/hour),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Battery SOC (-),Temperature - Indoor (C),Unmet HVAC Load (C)
2018-01-01 04:30:00,0.5942822877903065,0.1849687391148799,0.3030717718739251,0.016272647133540527,0.3008290996147038,0.0,0.22718054104206215,0.05,0.0,0.2973445926693596,0.005727179204565517,0.0,51.666405138032474,0.15,20.64878233077468,0
2018-01-01 04:40:00,0.5950839523241398,0.1849687391148799,0.30386415071817763,0.016272647133540527,0.30163076414853707,0.0,0.22718054104206215,0.05,0.0,0.2981369715136119,0.005727179204565724,0.0,51.66640513803247,0.15,20.64878233077468,0
2018-01-01 04:50:00,0.5958995247988272,0.1849687391148799,0.3046702764074438,0.016272647133540527,0.30244633662322457,0.0,0.22718054104206215,0.05,0.0,0.2989430972028783,0.005727179204565517,0.0,51.666405138032474,0.15,20.64878233077468,0
2018-01-01 05:00:00,0.5957082236047271,0.1849687391148799,0.3592213322453911,0.015323375817411847,0.30320430674525306,0.0,0.22718054104206215,0.05,0.0,0.29969228774820367,0.05952904449718744,0.0,51.66640513803247,0.15,20.64878233077468,0
2018-01-01 05:10:00,0.5964901160451438,0.1849687391148799,0.3601022334135477,0.015323375817411847,0.30398619918566977,0.0,0.22718054104206215,0.05,0.0,0.3004651235194264,0.05963710989412129,0.0,51.66394830407539,0.15,20.648626688948763,0
2018-01-01 05:20:00,0.5971795971362256,0.1849687391148799,0.3069820799450251,0.015323375817411847,0.3046756802767515,0.0,0.22718054104206215,0.05,0.0,0.3011466183430439,0.0058354616019811595,0.0,51.663943369325736,0.15,20.648626688948763,0
2018-01-01 05:30:00,0.578597496722398,0.1849687391148799,0.28850717993452646,0.015323375817411847,0.28609357986292394,0.0,0.22718054104206215,0.05,0.0,0.28277975461354643,0.005727425320980028,0.0,51.66640019337359,0.15,20.648626688948763,0
2018-01-01 05:40:00,0.5791502383687981,0.1849687391148799,0.2890533022260187,0.015323375817411847,0.28664632150932406,0.0,0.22718054104206215,0.05,0.0,0.2833260938470539,0.005727208378964843,0.0,51.66640512679369,0.15,20.648626688948763,0
2018-01-01 05:50:00,0.6237447083884116,0.20926376242423397,0.28959650225013334,0.02697491533442026,0.28719588759945697,0.0,0.25957390545453424,0.05,0.0,0.2838692943067991,0.00572720794333428,0.0,51.666405136700234,0.15,20.648626688948763,0
2018-01-01 06:00:00,0.6634522797806295,0.22225292254714824,0.2886718982683988,0.05029776874186741,0.28626172542034206,0.0,0.27689278561841996,0.05,0.0,0.2829459525390254,0.0057259457293734085,0.0,51.66640513672013,0.15,20.65547647550871,0
2018-01-01 06:10:00,0.6625155149783497,0.22225292254714824,0.2877447865065222,0.05029776874186741,0.28532496061806234,0.0,0.27689278561841996,0.05,0.0,0.28202003829430095,0.005724748212221251,0.0,51.666405194358475,0.15,20.6619614150238,0
2018-01-01 06:20:00,0.6628872260801776,0.22225292254714824,0.2881121896696804,0.05029776874186741,0.28569667171989016,0.0,0.27689278561841996,0.05,0.0,0.2823874438621307,0.00572474580754968,0.0,51.666405249042455,0.15,20.6619614150238,0
2018-01-01 06:30:00,0.9842145322903475,0.22225292254714824,0.2754924865368052,0.05029776874186741,0.27292908144581157,0.0,0.6109876821026684,0.05,0.0,0.269767740734084,0.005724745802721179,0.0,51.66640524915226,0.15,20.661961415023796,0
