Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),HVAC Cooling Electric Power (kW),HVAC Heating Electric Power (kW),Other Electric Power (kW),Lighting Electric Power (kW),HVAC Heating Gas Power (therms/hour),Water Heating Gas Power (therms/hour),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C)
2018-01-05 03:00:00,0.5308613828526989,0.18562620318642734,0.08406972917849208,0.05,0.07928616017116838,0.38530257554798997,0.016272647133540527,0.07836778765953321,0.005701941518958863,0.0,51.65735572720261,20.764658699347113,0.0
2018-01-05 04:00:00,0.5606101654101149,0.2061085645918503,0.08582831732841258,0.05,0.08107910156793541,0.4126123907552206,0.016918673086958814,0.08013996139533383,0.005688355933078748,0.0,51.65735555197081,20.83916664635599,0.0
2018-01-05 05:00:00,0.570715976100515,0.20926376242423397,0.10743509388746239,0.05,0.07692173956769591,0.4168193211983988,0.02697491533442026,0.07603075416729786,0.03140433972016452,0.0,51.657377736861335,20.85639935963966,0.0
2018-01-05 06:00:00,0.6933707733429919,0.2582221778363218,0.08078331371861577,0.05,0.07567509230339502,0.4820972084145159,0.08559847262508101,0.07479854683269932,0.005984766885916458,0.0,51.615384238021946,20.86566389129356,0.0
2018-01-05 07:00:00,0.7181756410963094,0.2637966230531346,0.09911454863830203,0.05,0.0945371823537298,0.48952980203693297,0.08410865670564657,0.09344215707550126,0.005672391562800775,0.0,51.65689370587472,20.944890520203614,0.0
2018-01-05 08:00:00,0.41901979855744886,0.21507524104787795,0.07927477691431786,0.05,0.062166038009295696,0.26732254361939295,0.03953121692876023,0.06144596807096408,0.017828808843353777,0.0,51.65740380624177,20.948568309667937,0.0
2018-01-05 09:00:00,0.4760471228328416,0.24189442262313893,0.11060586362769645,0.05,0.057717022113460664,0.30308145238640755,0.06524864833297338,0.057048485177783506,0.05355737844991295,0.0,51.63755270899468,20.803885249070618,0.0
2018-01-05 10:00:00,0.3915749744208488,0.2266536252182582,0.060561791075152985,0.0,0.026369404891162632,0.30220483362434436,0.06300073590534186,0.02606396776887117,0.034497823306281816,0.0,51.57920893110431,20.842998389027255,0.0
2018-01-05 11:00:00,0.3795875397425842,0.22980882305064185,0.06078458663713561,0.0,0.012989873897616746,0.3064117640675226,0.0601859017774449,0.012839412037798786,0.04794517459933682,0.0,51.61033266385473,20.840926088534673,0.0
2018-01-05 12:00:00,0.3076662083885975,0.20414680972685653,0.006183010672444921,0.0,0.0,0.27219574630247545,0.03547046208612202,0.0,0.006183010672444921,0.0,51.58837350663978,20.841654063408246,0.0
2018-01-05 13:00:00,0.27617565015863627,0.18923849996884382,0.0285265678962366,0.0,0.0,0.2523179999584585,0.02385765020017779,0.0,0.0285265678962366,0.0,51.656569979188305,20.955686924665617,0.0
2018-01-05 14:00:00,0.2754598143637134,0.1885285804565575,0.011616081395486883,0.0,0.0,0.2513714406087434,0.024088373754970038,0.0,0.011616081395486883,0.0,51.62008356077579,21.15031128260232,0.0
2018-01-05 15:00:00,0.42861188199891004,0.2510444963370515,0.019097417034355947,0.05,0.0,0.31528155067162433,0.0633303313272857,0.0,0.019097417034355947,0.0,51.64769792315532,21.27245904548238,0.0
2018-01-05 16:00:00,0.6072124224707873,0.3271640376127094,0.019964386750298588,0.05,0.0,0.41677427237250153,0.1404381500982858,0.0,0.019964386750298588,0.0,51.635481106483276,21.21486594578435,0.0
2018-01-05 17:00:00,0.7034930171223871,0.35345787764177633,0.01972628057197597,0.05,0.01410178190797288,0.4518327257445908,0.1875585094698234,0.013938440804791726,0.005787839767184243,0.0,51.63406536862695,21.210301212600033,0.0
2018-01-05 18:00:00,0.905696919172496,0.3607676816664001,0.04418682088324199,0.05,0.033197307644529085,0.5916837199977831,0.23081589153018364,0.0328127828455577,0.011374038037684287,0.0,51.65721528247862,21.01615468629716,0.0
2018-01-05 19:00:00,0.9041058931146643,0.3417836456619569,0.07428197658047792,0.05,0.05200060637463492,0.5663716719918588,0.23573361474817053,0.0513982827486739,0.022883693831804018,0.0,51.64809317334482,21.113066394912792,0.0
2018-01-05 20:00:00,0.6369841088304045,0.29048525638065203,0.0689176518984056,0.05,0.06381476549737508,0.36786923072975836,0.15530011260327095,0.06307559832945181,0.005842053568953782,0.0,51.62929821993242,21.100633904556336,0.0
2018-01-05 21:00:00,0.5406678778406111,0.251176618862405,0.12021425969487004,0.05,0.086612217370153,0.31545771403876227,0.08859794643169584,0.08560898705312418,0.03460527264174586,0.0,51.65712675282171,20.942929616139956,0.0
2018-01-05 22:00:00,0.5279599986748361,0.235032260907107,0.12585172725494087,0.05,0.10659718238224973,0.2939319034316983,0.07743091286088802,0.10536246598399973,0.020489261270941146,0.0,51.61015720202595,20.866321759302572,0.0
2018-01-05 23:00:00,0.47822439182959064,0.22138563671264525,0.11603467908229316,0.05,0.11146527844689597,0.2757364045057493,0.041022708876945375,0.11017417483554193,0.005860504246751229,0.0,51.63320826287684,20.845556670638395,0.0
2018-01-06 00:00:00,0.420775850775239,0.1875985954010696,0.12807754452600814,0.05,0.12381618755138343,0.23068701609031508,0.016272647133540527,0.1223820232168114,0.005695521309196747,0.0,51.65709662336903,20.81006420617553,0.0
2018-01-06 01:00:00,0.42778410573123654,0.18694113132952217,0.1358772218370619,0.05,0.13170106126944417,0.22981039732825184,0.016272647133540527,0.13017556635126526,0.005701655485796648,0.0,51.657366035997924,20.765821508986154,0.0
2018-01-06 02:00:00,0.4249582815692398,0.18628366725797474,0.1340550248999016,0.05,0.12985733046019163,0.22893377856618863,0.01616717254285956,0.12835319149733226,0.005701833402569318,0.0,51.65735601905515,20.765240104166637,0.0
2018-01-06 03:00:00,0.43097466146860447,0.18562620318642734,0.14086830274141757,0.05,0.13675032912161958,0.2280571598041254,0.01616717254285956,0.1351663484754232,0.0057019542659943676,0.0,51.65735572852193,20.764588744837795,0.0
2018-01-06 04:00:00,0.4383336563128915,0.1849687391148799,0.14890437770092818,0.05,0.14488046813728886,0.22718054104206215,0.016272647133540527,0.14320231599670247,0.005702061704225704,0.0,51.657355531155254,20.764007340018274,0.0
2018-01-06 05:00:00,0.4445403219117658,0.1849687391148799,0.15514349882193207,0.05,0.15119260832684409,0.22718054104206215,0.01616717254285956,0.14944134259332853,0.005702156228603529,0.0,51.65735535571156,20.763495889708075,0.0
2018-01-06 06:00:00,0.44506605792801146,0.18628366725797474,0.20776568837438852,0.05,0.15007058140964424,0.22893377856618863,0.016061697952178596,0.14833231212690703,0.059433376247481504,0.0,51.65735520135583,20.763425935198754,0.0
2018-01-06 07:00:00,0.5673679801923517,0.23839728050244624,0.16168592667348478,0.05,0.15717476060567892,0.29841859622548395,0.061774623361188746,0.15535420353302626,0.006331723140458516,0.0,51.56961358726153,20.76451879032848,0.0
2018-01-06 08:00:00,0.4564725975654729,0.188256059472617,0.16353734862471317,0.05,0.15969106148636375,0.2315636348523783,0.015217901226730883,0.15784135807146374,0.0056959905532494234,0.0,51.65632713579158,20.837777501068338,0.0
2018-01-06 09:00:00,0.5653449497173175,0.24189442262313893,0.1508051510734862,0.05,0.14680389981657457,0.30308145238640755,0.0654595975143353,0.1451034685445679,0.005701682528918286,0.0,51.65736526973521,20.7657033687125,0.0
2018-01-06 10:00:00,0.5431149675363701,0.24123695855159152,0.1319069448633394,0.05,0.12769844882532194,0.30220483362434436,0.0632116850867038,0.12621931621344562,0.005687628649893776,0.0,51.65735597489447,20.84313829804589,0.0
2018-01-06 11:00:00,0.5257956959197083,0.24439215638397518,0.11351677697571047,0.05,0.10909255548405988,0.3064117640675226,0.060291376368125864,0.10782893515026766,0.005687841825442807,0.0,51.65737892449491,20.841065997553308,0.0
